Line Number	Verse Reference	Word	Is Name?	Is Number?	Likely Typo?	Closest Match	Similarity	Verse Match?	Area Match?	Legitimate Variation?	Full Line
9140	ΒΑΣΙΛΕΙΩΝ Α 14:42	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπε Σαοὺλ, βάλλετε ἀναμέσον ἐμοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ μου· ὃν ἂν κατακληρώσηται Κύριος, ἀποθανέτω· καὶ εἶπεν ὁ λαὸς πρὸς Σαοὺλ, οὐκ ἔστι τὸ ῥῆμα τοῦτο· καὶ κατεκράτησε Σαοὺλ τοῦ λαοῦ, καὶ βάλλουσιν ἀναμέσον αὐτοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ αὐτοῦ, καὶ κατακληροῦται Ἰωνάθαν.
9140	ΒΑΣΙΛΕΙΩΝ Α 14:42	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπε Σαοὺλ, βάλλετε ἀναμέσον ἐμοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ μου· ὃν ἂν κατακληρώσηται Κύριος, ἀποθανέτω· καὶ εἶπεν ὁ λαὸς πρὸς Σαοὺλ, οὐκ ἔστι τὸ ῥῆμα τοῦτο· καὶ κατεκράτησε Σαοὺλ τοῦ λαοῦ, καὶ βάλλουσιν ἀναμέσον αὐτοῦ καὶ ἀναμέσον Ἰωνάθαν τοῦ υἱοῦ αὐτοῦ, καὶ κατακληροῦται Ἰωνάθαν.
9158	ΒΑΣΙΛΕΙΩΝ Α 15:3	ἐξολοθρεύσεις	No	No	No	ἐξολεθρεύσεις	1.00	Yes	No	Yes	\vs{3}Καὶ νῦν πορεύου, καὶ πατάξεις τὸν ʼΑμαλὴκ καὶ Ἱερὶμ καὶ πάντα τὰ αὐτοῦ, καὶ οὐ περιποιήσῃ ἐξ αὐτοῦ, καὶ ἐξολοθρεύσεις αὐτόν· καὶ ἀναθεματιεῖς αὐτὸν καὶ πάντα τὰ αὐτοῦ, καὶ οὐ φείσῃ ἀπʼ αὐτοῦ· καὶ ἀποκτενεῖς ἀπὸ ἀνδρὸς καὶ ἕως γυναικὸς, καὶ ἀπὸ νηπίου ἕως θηλάζοντος, καὶ ἀπὸ μόσχου ἕως προβάτου, καὶ ἀπὸ καμήλου ἕως ὄνου.
9165	ΒΑΣΙΛΕΙΩΝ Α 15:9	ἐξωλόθρευσαν	No	No	No	ἐξωλέθρευσαν	1.00	Yes	No	Yes	\vs{9}Καὶ περιεποιήσατο Σαοὺλ καὶ πᾶς ὁ λαὸς τὸν ʼΑγὰγ ζῶντα, καὶ τὰ ἀγαθὰ τῶν ποιμνίων, καὶ τῶν βουκολίων, καὶ τῶν ἐδεσμάτων καὶ τῶν ἀμπελώνων, καὶ πάντων τῶν ἀγαθῶν, καὶ οὐκ ἐβούλοντο ἐξολοθρεῦσαι αὐτά· καὶ πᾶν ἔργον ἠτιμωμένον καὶ ἐξουδενωμένον ἐξωλόθρευσαν.
9173	ΒΑΣΙΛΕΙΩΝ Α 15:15	ἐξωλόθρευσα	No	No	No	ἐξωλέθρευσα	1.00	Yes	No	Yes	\vs{15}Καὶ εἶπε Σαούλ, ἐξ ʼΑμαλὴκ ἤνεγκα αὐτά, ἃ περιεποιήσατο ὁ λαός, τὰ κράτιστα τοῦ ποιμνίου, καὶ τῶν βοῶν, ὅπως τυθῇ Κυρίῳ τῷ Θεῷ σου, καὶ τὰ λοιπὰ ἐξωλόθρευσα.
9179	ΒΑΣΙΛΕΙΩΝ Α 15:20	ἐξωλόθρευσα	No	No	No	ἐξωλέθρευσα	1.00	Yes	No	Yes	\vs{20}Καὶ εἶπε Σαοὺλ πρὸς Σαμουὴλ, διὰ τὸ ἀκοῦσαί με τῆς φωνῆς τοῦ λαοῦ, καὶ ἐπορεύθην τῇ ὁδῷ ᾗ ἀπέστειλέ με Κύριος, καὶ ἤγαγον τὸν ʼΑγὰγ βασιλέα ʼΑμαλὴκ, καὶ τὸν ʼΑμαλὴκ ἐξωλόθρευσα.
9180	ΒΑΣΙΛΕΙΩΝ Α 15:21	ἐξολοθρεύματος	No	No	No	ἐξολεθρεύματος	1.00	Yes	No	Yes	\vs{21}Καὶ ἔλαβεν ὁ λαὸς τῶν σκύλων ποίμνια καὶ βουκόλια τὰ πρῶτα τοῦ ἐξολοθρεύματος, θύσαι ἐνώπιον Κυρίου Θεοῦ ἡμῶν ἐν Γαλγάλοις.
9230	ΒΑΣΙΛΕΙΩΝ Α 17:1	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	Καὶ συνάγουσιν ἀλλόφυλοι τὰς παρεμβολὰς αὐτῶν εἰς πόλεμον, καὶ συνάγονται εἰς Σοκχὼθ τῆς Ἰουδαίας, καὶ παρεμβάλλουσιν ἀναμέσον Σοκχὼθ, καὶ ἀναμέσον ʼΑζηκὰ Ἐφερμέν.
9230	ΒΑΣΙΛΕΙΩΝ Α 17:1	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	Καὶ συνάγουσιν ἀλλόφυλοι τὰς παρεμβολὰς αὐτῶν εἰς πόλεμον, καὶ συνάγονται εἰς Σοκχὼθ τῆς Ἰουδαίας, καὶ παρεμβάλλουσιν ἀναμέσον Σοκχὼθ, καὶ ἀναμέσον ʼΑζηκὰ Ἐφερμέν.
9232	ΒΑΣΙΛΕΙΩΝ Α 17:3	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{3}Καὶ οἱ ἀλλόφυλοι ἵστανται ἐπὶ τοῦ ὄρους ἐνταῦθα, καὶ Ἰσραὴλ ἵσταται ἐπὶ τοῦ ὄρους ἐνταῦθα, καὶ ὁ αὐλὼν ἀναμέσον αὐτῶν.
9236	ΒΑΣΙΛΕΙΩΝ Α 17:6	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{6}Καὶ κνημῖδες χαλκαῖ ἐπὶ τῶν σκελῶν αὐτοῦ, καὶ ἀσπὶς χαλκῆ ἀναμέσον τῶν ὤμων αὐτοῦ.
9330	ΒΑΣΙΛΕΙΩΝ Α 20:3	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{3}Καὶ ἀπεκρίθη Δαυὶδ τῷ Ἰωνάθαν, καὶ εἶπε, γινώσκων οἶδεν ὁ πατήρ σου, ὅτι, εὕρηκα χάριν ἐν ὀφθαλμοῖς σου, καὶ εἶπε, μὴ γνῶναι τοῦτο Ἰωνάθαν, μὴ οὐ βούληται· ἀλλὰ ζῇ Κύριος καὶ ζῇ ἡ ψυχή σου, ὅτι καθὼς εἶπον, ἐμπέπλησται ἀναμέσον ἐμοῦ καὶ τοῦ θανάτου.
9354	ΒΑΣΙΛΕΙΩΝ Α 20:23	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{23}Καὶ τὸ ῥῆμα ὃ ἐλαλήσαμεν ἐγὼ καὶ σὺ, ἰδοὺ Κύριος μάρτυς ἀναμέσον ἐμοῦ καὶ σοῦ ἕως αἰῶνος.
9378	ΒΑΣΙΛΕΙΩΝ Α 20:42	ἀνὰμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπεν Ἰωνάθαν τῷ Δαυὶδ, πορεύου εἰς εἰρήνην, καὶ ὡς ὀμωμόκαμεν ἡμεῖς ἀμφότεροι ἐν ὀνόματι Κυρίου, λέγοντες, Κύριος ἔσται μάρτυς ἀνὰμέσον ἐμοῦ καὶ σοῦ, καὶ ἀνὰμέσον τοῦ σηέρματός μου καὶ ἀναμέσον τοῦ σπέρματός σον ἕως αἰῶνος·
9378	ΒΑΣΙΛΕΙΩΝ Α 20:42	ἀνὰμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπεν Ἰωνάθαν τῷ Δαυὶδ, πορεύου εἰς εἰρήνην, καὶ ὡς ὀμωμόκαμεν ἡμεῖς ἀμφότεροι ἐν ὀνόματι Κυρίου, λέγοντες, Κύριος ἔσται μάρτυς ἀνὰμέσον ἐμοῦ καὶ σοῦ, καὶ ἀνὰμέσον τοῦ σηέρματός μου καὶ ἀναμέσον τοῦ σπέρματός σον ἕως αἰῶνος·
9378	ΒΑΣΙΛΕΙΩΝ Α 20:42	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{42}Καὶ εἶπεν Ἰωνάθαν τῷ Δαυὶδ, πορεύου εἰς εἰρήνην, καὶ ὡς ὀμωμόκαμεν ἡμεῖς ἀμφότεροι ἐν ὀνόματι Κυρίου, λέγοντες, Κύριος ἔσται μάρτυς ἀνὰμέσον ἐμοῦ καὶ σοῦ, καὶ ἀνὰμέσον τοῦ σηέρματός μου καὶ ἀναμέσον τοῦ σπέρματός σον ἕως αἰῶνος·
9399	ΒΑΣΙΛΕΙΩΝ Α 21:15	ἐπίληπτον	No	No	No	ἐπίλημπτον	1.00	Yes	No	Yes	\vs{15}Καὶ εἶπεν Ἀγχοῦς πρὸς τοὺς παῖδας αὐτοῦ, ἰδοὺ ἴδετε ἄνδρα ἐπίληπτον, ἱνατί εἰσηγάγετε αὐτὸν πρὸς μέ;
9400	ΒΑΣΙΛΕΙΩΝ Α 21:16	ἐπιλήπτων	No	No	No	ἐπιλήμπτων	1.00	Yes	No	Yes	\vs{16}Μὴ ἐλαττοῦμαι ἐπιλήπτων ἐγὼ, ὅτι εἰσαγηόχατε αὐτὸν ἐπιληπτεύεσθαι πρὸς μέ; οὗτος οὐκ εἰσελεύσεται εἰς οἰκίαν.
9400	ΒΑΣΙΛΕΙΩΝ Α 21:16	εἰσαγηόχατε	No	No	No	εἰσαγειόχατε	1.00	Yes	No	Yes	\vs{16}Μὴ ἐλαττοῦμαι ἐπιλήπτων ἐγὼ, ὅτι εἰσαγηόχατε αὐτὸν ἐπιληπτεύεσθαι πρὸς μέ; οὗτος οὐκ εἰσελεύσεται εἰς οἰκίαν.
9400	ΒΑΣΙΛΕΙΩΝ Α 21:16	ἐπιληπτεύεσθαι	No	No	No	ἐπιλημπτεύεσθαι	1.00	Yes	No	Yes	\vs{16}Μὴ ἐλαττοῦμαι ἐπιλήπτων ἐγὼ, ὅτι εἰσαγηόχατε αὐτὸν ἐπιληπτεύεσθαι πρὸς μέ; οὗτος οὐκ εἰσελεύσεται εἰς οἰκίαν.
9408	ΒΑΣΙΛΕΙΩΝ Α 22:5	Σαρίκ	Yes	No	No	σαρείκ	1.00	Yes	No	Yes	\vs{5}Καὶ εἶπε Γὰδ ὁ προφήτης πρὸς Δαυὶδ, μὴ κάθου ἐν τῇ περιοχῇ· πορεύου, καὶ ἥξεις εἰς γῆν Ἰούδα· καὶ ἐπορεύθη Δαυὶδ, καὶ ἦλθε καὶ ἐκάθισεν ἐν πόλει Σαρίκ.
9485	ΒΑΣΙΛΕΙΩΝ Α 24:13	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{13}Δικάσαι Κύριος ἀναμέσον ἐμοῦ καὶ σοῦ, καὶ ἐκδικήσαι σοι Κύριος ἐκ σου· καὶ ἡ χείρ μου οὐκ ἔσται ἐπὶ σὲ,
9488	ΒΑΣΙΛΕΙΩΝ Α 24:16	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{16}Γένοιτο Κύριος εἰς κριτὴν καὶ δικαστὴν ἀναμέσον ἐμοῦ καὶ ἀναμέσον σοῦ, ἴδοι Κύριος καὶ κρίναι τὴν κρίσιν μου, καὶ δικάσαι μοι ἐκ χειρός σου.
9488	ΒΑΣΙΛΕΙΩΝ Α 24:16	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{16}Γένοιτο Κύριος εἰς κριτὴν καὶ δικαστὴν ἀναμέσον ἐμοῦ καὶ ἀναμέσον σοῦ, ἴδοι Κύριος καὶ κρίναι τὴν κρίσιν μου, καὶ δικάσαι μοι ἐκ χειρός σου.
9495	ΒΑΣΙΛΕΙΩΝ Α 24:22	ἐξολοθρεύσεις	No	No	No	ἐξολεθρεύσεις	1.00	Yes	No	Yes	\vs{22}Καὶ νῦν ὄμοσόν μοι ἐν Κυρίῳ, ὅτι οὐκ ἐξολοθρεύσεις τὸ σπέρμα μου ὀπίσω μοῦ, οὐκ ἀφανιεῖς τὸ ὄνομά μου ἐκ τοῦ οἴκου τοῦ πατρός μου.
9554	ΒΑΣΙΛΕΙΩΝ Α 25:44	Ἀμὶς	Yes	No	No	ἀμεὶς	1.00	Yes	No	Yes	\vs{44}Καὶ Σαοὺλ ἔδωκε Μελχὸλ τὴν θυγατέρα αὐτοῦ τὴν γυναῖκα Δαυὶδ τῷ Φαλτὶ υἱῷ Ἀμὶς τῷ ἐκ Ῥομμᾶ.
9569	ΒΑΣΙΛΕΙΩΝ Α 26:11	προσκεφαλῆς	No	No	No	πρὸς κεφαλῆς	1.00	Yes	No	Yes	\vs{11}Μηδαμῶς μοι παρὰ Κυρίου ἐπενεγκεῖν χεῖρά μου ἐπὶ χριστὸν Κυρίου· καὶ νῦν λάβε δὴ τὸ δόρυ ἀπὸ προσκεφαλῆς αὐτοῦ, καὶ τὸν φακὸν τοῦ ὕδατος, καὶ ἀπέλθωμεν ἡμεῖς καθʼ ἑαυτούς.
9570	ΒΑΣΙΛΕΙΩΝ Α 26:12	προσκεφαλῆς	No	No	No	πρὸς κεφαλῆς	1.00	Yes	No	Yes	\vs{12}Καὶ ἔλαβε Δαυὶδ τὸ δόρυ, καὶ τὸν φακὸν τοῦ ὕδατος ἀπὸ προσκεφαλῆς αὐτοῦ, καὶ ἀπῆλθον καθʼ ἑαυτούς· καὶ οὐκ ἦν ὁ βλέπων, καὶ οὐκ ἦν ὁ γινώσκων, καὶ οὐκ ἦν ὁ ἐξεγειρόμενος, πάντες ὑπνοῦντες, ὅτι θάμβος Κυρίου ἐπέπεσεν ἐπʼ αὐτούς.
9572	ΒΑΣΙΛΕΙΩΝ Α 26:13	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{13}Καὶ διέβη Δαυὶδ εἰς τὸ πέραν, καὶ ἔστη ἐπὶ τὴν κορυφὴν τοῦ ὄρους μακρόθεν, καὶ πολλὴ ἡ ὁδὸς ἀναμέσον αὐτῶν.
9650	ΒΑΣΙΛΕΙΩΝ Α 29:10	τοπρωῒ	No	No	No	τὸ πρωί	1.00	Yes	No	Yes	\vs{10}Καὶ νῦν ὄρθρισον τοπρωῒ σὺ καὶ οἱ παῖδες τοῦ κυρίου σου οἱ ἥκοντες μετὰ σοῦ, καὶ πορεύεσθε εἰς τὸν τόπον οὗ κατέστησα ὑμᾶς ἐκεῖ, καὶ λόγον λοιμὸν μὴ θῇς ἐν καρδίᾳ σου, ὅτι ἀγαθὸς σὺ ἐνώπιόν μου· καὶ ὀρθρίσατε ἐν τῇ ὁδῷ καὶ φωτισάτω ὑμῖν, καὶ πορεύθητε.
9690	ΒΑΣΙΛΕΙΩΝ Α 30:28	Κιμὰθ	Yes	No	No	κειμάθ	1.00	No	Yes	Yes	\vs{28a}καὶ τοὶς ἐν Γὲθ, καὶ τοῖς ἐν Κιμὰθ, καὶ τοῖς ἐν Σαφὲκ, καὶ τοῖς ἐν Θημὰθ,
9690	ΒΑΣΙΛΕΙΩΝ Α 30:28	Θημὰθ	Yes	No	No	θιμαθ	1.00	No	Yes	Yes	\vs{28a}καὶ τοὶς ἐν Γὲθ, καὶ τοῖς ἐν Κιμὰθ, καὶ τοῖς ἐν Σαφὲκ, καὶ τοῖς ἐν Θημὰθ,
9692	ΒΑΣΙΛΕΙΩΝ Α 30:30	Βηρσαβεὶ	Yes	No	No	βηρσαβεε	1.00	Yes	No	Yes	\vs{30}καὶ τοῖς ἐν Ἱεριμοὺθ, καὶ τοῖς ἐν Βηρσαβεὶ, καὶ τοῖς ἐν Νομβὲ,
9730	ΒΑΣΙΛΕΙΩΝ Β 1:10	χλιδόνα	No	No	No	χλιδῶνα	1.00	Yes	No	Yes	\vs{10}Καὶ ἐπέστην ἐπʼ αὐτὸν καὶ ἐθανάτωσα αὐτὸν, ὅτι ᾔδειν ὅτι οὐ ζήσεται μετὰ τὸ πεσεῖν αὐτόν· καὶ ἔλαβον τὸ βασίλειον τὸ ἐπὶ τὴν κεφαλὴν αὐτοῦ, καὶ τὸν χλιδόνα τὸν ἐπὶ τοῦ βραχίονος αὐτοῦ, καὶ ἐνήνοχα αὐτὰ τῷ κυρίῳ μου ὧδε.
9797	ΒΑΣΙΛΕΙΩΝ Β 3:1	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	Καὶ ἐγένετο ὁ πόλεμος ἐπὶ πολὺ ἀναμέσον τοῦ οἴκου Σαοὺλ καὶ ἀναμέσον τοῦ οἴκου Δαυίδ· καὶ ὁ οἶκος Δαυὶδ ἐπορεύετο καὶ ἐκραταιοῦτο, καὶ ὁ οἶκος Σαοὺλ ἐπορεύετο καὶ ἠσθένει.
9797	ΒΑΣΙΛΕΙΩΝ Β 3:1	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	Καὶ ἐγένετο ὁ πόλεμος ἐπὶ πολὺ ἀναμέσον τοῦ οἴκου Σαοὺλ καὶ ἀναμέσον τοῦ οἴκου Δαυίδ· καὶ ὁ οἶκος Δαυὶδ ἐπορεύετο καὶ ἐκραταιοῦτο, καὶ ὁ οἶκος Σαοὺλ ἐπορεύετο καὶ ἠσθένει.
9799	ΒΑΣΙΛΕΙΩΝ Β 3:3	Γεσσὶρ	Yes	No	No	γεσιρ	1.00	Yes	No	Yes	\vs{3}Καὶ ὁ δεύτερος αὐτοῦ Δαλουΐα τῆς Ἀβιγαίας τῆς Καρμηλίας, καὶ ὁ τρίος, Ἀβεσσαλὼμ υἱὸς Μααχὰ θυγατρὸς Θολμὶ βασιλέως Γεσσὶρ,
9803	ΒΑΣΙΛΕΙΩΝ Β 3:6	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{6}Καὶ ἐγένετο ἐν τῷ εἶναι τὸν πόλεμον ἀναμέσον τοῦ οἴκου Σαοὺλ καὶ ἀναμέσον τοῦ οἴκου Δαυὶδ, καὶ Ἀβεννὴρ ἦν κρατῶν τοῦ οἴκου Σαούλ.
9803	ΒΑΣΙΛΕΙΩΝ Β 3:6	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{6}Καὶ ἐγένετο ἐν τῷ εἶναι τὸν πόλεμον ἀναμέσον τοῦ οἴκου Σαοὺλ καὶ ἀναμέσον τοῦ οἴκου Δαυὶδ, καὶ Ἀβεννὴρ ἦν κρατῶν τοῦ οἴκου Σαούλ.
9831	ΒΑΣΙΛΕΙΩΝ Β 3:29	ἐκλείποι	No	No	No	ἐκλίποι	1.00	Yes	No	Yes	\vs{29}Καταντησάτωσαν ἐπὶ κεφαλὴν Ἰωὰβ καὶ ἐπὶ πάντα τὸν οἶκον τοῦ πατρὸς αὐτοῦ, καὶ μὴ ἐκλείποι ἐκ τοῦ οἴκου Ἰωὰβ γονοῤῥυὴς, καὶ λεπρὸς, καὶ κρατῶν σκυτάλης, καὶ πίπτων ἐν ῥομφαίᾳ, καὶ ἐλασσούμενος ἄρτοις.
9884	ΒΑΣΙΛΕΙΩΝ Β 5:16	Ἐλιφαάθ	Yes	No	No	ἐλειφάαθ	1.00	Yes	No	Yes	\vs{16a}Σαμαὲ, Ἰεσσιβὰθ, Νάθαν, Γαλαμαὰν, Ἰεβαὰρ, Θεησοῦς, Ἐλιφαλὰτ, Ναγὲδ, Ναφὲκ, Ἰανάθαν, Λεασαμὺς, Βααλιμὰθ, Ἐλιφαάθ.
9940	ΒΑΣΙΛΕΙΩΝ Β 7:9	ἐξωλόθρευσα	No	No	No	ἐξωλέθρευσα	1.00	Yes	No	Yes	\vs{9}καὶ ἤμην μετὰ σοῦ ἐν πᾶσιν οἷς ἐπορεύου, καὶ ἐξωλόθρευσα πάντας τοὺς ἐχθρούς σου ἀπὸ προσώπου σου, καὶ ἐποίησά σε ὀνομαστὸν κατὰ τὸ ὄνομα τῶν μεγάλων τῶν ἐπὶ τῆς γῆς.
9974	ΒΑΣΙΛΕΙΩΝ Β 8:8	Μετεβὰκ	Yes	No	No			No	No	No	\vs{8}Καὶ ἐκ τῆς Μετεβὰκ καὶ ἐκ τῶν ἐκλεκτῶν πόλεων τοῦ Ἀδρααζὰρ ἔλαβεν ὁ βασιλεὺς Δαυὶδ χαλκὸν πολὺν σφόδρα· ἐν αὐτῷ ἐποίησε Σαλωμὼν τὴν θάλασσαν τὴν χαλκῆν, καὶ τοὺς στύλους, καὶ τοὺς λουτῆρας, καὶ πάντα τὰ σκεύη.
9997	ΒΑΣΙΛΕΙΩΝ Β 9:7	διαπαντός	No	No	No	διὰ παντός	1.00	Yes	No	Yes	\vs{7}Καὶ εἶπεν αὐτῷ Δαυίδ, μὴ φοβοῦ, ὅτι ποιῶν ποιήσω μετὰ σοῦ ἔλεος διὰ Ἰωνάθαν τὸν πατέρα σου, καὶ ἀποκαταστήσω σοι πάντα ἀγρὸν Σαοὺλ πατρὸς τοῦ πατρός σου, καὶ σὺ φαγῃ ἄρτον ἐπὶ τῆς τραπέζης μου διαπαντός.
10001	ΒΑΣΙΛΕΙΩΝ Β 9:10	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{10}Καὶ ἐργᾷ αὐτῷ τὴν γῆν σὺ, καὶ οἱ υἱοί σου, καὶ οἱ δοῦλοί σου, καὶ εἰσοίσεις τῷ υἱῷ τοῦ κυρίου σου ἄρτους, καὶ ἔδεται ἄρτους· καὶ Μεμφιβοσθὲ υἱὸς τοῦ κυρίου σου φάγεται διαπαντὸς ἄρτον ἐπὶ τῆς τραπέζης μου· καὶ τῷ Σιβᾷ ἦσαν πεντεκαίδεκα υἱοὶ, καὶ εἴκοσι δοῦλοι.
10004	ΒΑΣΙΛΕΙΩΝ Β 9:13	διαπαντὸς	No	No	No	διὰ παντὸς	1.00	Yes	No	Yes	\vs{13}Καὶ Μεμφιβοσθὲ κατῴκει ἐν Ἱερουσαλὴμ, ὅτι ἐπὶ τῆς τραπέζης τοῦ βασιλέως αὐτὸς διαπαντὸς ἤσθιε, καὶ αὐτὸς ἦν χωλὸς ἀμφοτέροις τοῖς ποσὶν αὐτοῦ.
10109	ΒΑΣΙΛΕΙΩΝ Β 12:31	πλινθίου	No	No	No	πλινθείου	1.00	Yes	No	Yes	\vs{31}Καὶ τὸν λαὸν τὸν ὄντα ἐν αὐτῇ ἐξήγαγε, καὶ ἔθηκεν ἐν τῷ πρίονι, καὶ ἐν τοῖς τριβόλοις τοῖς σιδηροῖς, καὶ ὑποτομεῦσι σιδηροῖς, καὶ διήγαγεν αὐτοὺς διὰ τοῦ πλινθίου· καὶ οὕτως ἐποίησε πάσαις ταῖς πόλεσιν υἱῶν Ἀμμών· καὶ ἐπέστρεψε Δαυὶδ καὶ πᾶς ὁ λαὸς εἰς Ἰερουσαλήμ.
10128	ΒΑΣΙΛΕΙΩΝ Β 13:15	μπὲρ	No	No	No			No	No	No	\vs{15}Καὶ ἐμίσησεν αὐτὴν Ἀμνὼν μῖσος μέγα σφόδρα, ὅτι μέγα τὸ μῖσος ὃ ἐμίσησεν αὐτὴν μπὲρ τὴν ἀγάπην ἣν ἠγάπησεν αὐτὴν, ὅτι μείζων ἡ κακία ἡ ἐσχάτη ἢ ἡ πρώτη· καὶ εἶπεν αὐτῇ Ἀμνὼν, ἀνάστηθι, καὶ πορεύου.
10169	ΒΑΣΙΛΕΙΩΝ Β 14:6	ἀναμέσον	No	No	No	ἀνὰ μέσον	1.00	Yes	No	Yes	\vs{6}Ἡ δὲ εἶπε, καὶ μάλα γυνὴ χήρα ἐγώ εἰμι, καὶ ἀπέθανεν ὁ ἀνήρ μου. Καί γε τῇ δούλῃ σου δύο υἱοὶ, καὶ ἐμαχέσαντο ἀμφότεροι ἐν τῷ ἀγρῷ, καὶ οὐκ ἦν ὁ ἐξαιρούμενος ἀναμέσον αὐτῶν· καὶ ἔπαισεν ὁ εἷς τὸν ἕνα ἀδελφὸν αὐτοῦ, καὶ ἐθανάτωσεν αὐτόν.
